Date,Open,High,Low,Close,Volume
2024-01-01T09:30:00,50000.0,50447.53,48620.84,49009.09,4681910
2024-01-01T10:30:00,49009.09,49181.77,48259.93,48432.49,3202049
2024-01-01T11:30:00,48432.49,48707.15,47138.1,47826.16,2883558
2024-01-01T12:30:00,47826.16,48497.05,47352.36,48295.63,3489798
2024-01-01T13:30:00,48295.63,48920.15,47485.9,48086.03,4830432
2024-01-01T14:30:00,48086.03,48964.37,47973.97,48852.88,4209080
2024-01-01T15:30:00,48852.88,50212.55,48452.45,49730.3,1569160
2024-01-01T16:30:00,49730.3,50471.47,48948.19,50440.45,3383582
2024-01-01T17:30:00,50440.45,50728.27,49014.99,49140.79,4707980
2024-01-01T18:30:00,49140.79,49783.31,48606.72,49620.1,2735055
2024-01-01T19:30:00,49620.1,50202.34,48999.96,49902.9,4988694
2024-01-01T20:30:00,49902.9,50302.3,49580.21,49583.26,1623293
2024-01-01T21:30:00,49583.26,49663.03,48905.94,48946.65,4839805
2024-01-01T22:30:00,48946.65,49334.27,48823.44,49174.73,2758212
2024-01-01T23:30:00,49174.73,49355.67,48285.77,48583.39,1112905
2024-01-02T00:30:00,48583.39,49275.42,48529.22,49232.54,1376024
2024-01-02T01:30:00,49232.54,49386.86,48797.35,49340.91,4750354
2024-01-02T02:30:00,49340.91,51366.95,49244.81,51170.13,1342127
2024-01-02T03:30:00,51170.13,51543.66,51163.74,51234.53,3966627
2024-01-02T04:30:00,51234.53,53138.83,50479.91,52454.99,3162160
2024-01-02T05:30:00,52454.99,53278.8,52259.44,53080.67,2300795
2024-01-02T06:30:00,53080.67,55440.04,52657.66,54863.17,743803
2024-01-02T07:30:00,54863.17,56480.04,54594.16,56311.19,1684562
2024-01-02T08:30:00,56311.19,56400.12,55286.04,55362.72,1424600
2024-01-02T09:30:00,55362.72,55741.16,53984.0,54321.7,1630159
2024-01-02T10:30:00,54321.7,54381.65,54017.64,54275.28,3883807
2024-01-02T11:30:00,54275.28,56242.63,53465.04,56206.33,1350657
2024-01-02T12:30:00,56206.33,58375.47,55277.99,58295.66,4481225
2024-01-02T13:30:00,58295.66,59113.72,57681.62,58030.58,2360897
2024-01-02T14:30:00,58030.58,58792.29,57121.52,58710.63,604806
2024-01-02T15:30:00,58710.63,60812.77,57711.67,59132.79,3363677
2024-01-02T16:30:00,59132.79,61012.14,58696.13,60675.74,3719909
2024-01-02T17:30:00,60675.74,62931.19,60467.77,62720.64,4369486
2024-01-02T18:30:00,62720.64,64753.94,61420.85,64423.48,3575443
2024-01-02T19:30:00,64423.48,64950.31,64042.79,64586.6,4075516
2024-01-02T20:30:00,64586.6,65348.23,63602.93,63711.59,3873696
2024-01-02T21:30:00,63711.59,63916.36,62911.29,63454.32,2709772
2024-01-02T22:30:00,63454.32,63796.11,62846.96,63539.4,1984031
2024-01-02T23:30:00,63539.4,63696.02,63254.35,63265.36,891087
2024-01-03T00:30:00,63265.36,63954.65,62975.48,63515.51,4360231
2024-01-03T01:30:00,63515.51,63591.32,62429.83,63400.72,2509017
2024-01-03T02:30:00,63400.72,65474.55,63241.55,65211.0,2474317
2024-01-03T03:30:00,65211.0,66195.59,64696.61,66137.41,513800
2024-01-03T04:30:00,66137.41,66374.29,63747.59,64631.38,1026943
2024-01-03T05:30:00,64631.38,64918.38,64403.31,64464.95,1866835
2024-01-03T06:30:00,64464.95,64488.97,62551.55,62858.35,3031490
2024-01-03T07:30:00,62858.35,63815.18,62551.38,62878.13,574243
